vehicle_id,timestamp,odometer_km,speed_kmh,engine_rpm,engine_load_pct,engine_temp_c,oil_pressure_kpa,coolant_pressure_kpa,fuel_pressure_kpa,lubricant_oil_temp_c,gear_position,transmission_fluid_temp_c,brake_pad_wear_mm_front,brake_pad_wear_mm_rear,abs_triggered,suspension_health_pct,tire_pressure_psi_fl,tire_pressure_psi_fr,tire_pressure_psi_rl,tire_pressure_psi_rr,battery_voltage_v,alternator_output_amps,ac_compressor_status,cabin_temperature_c,coolant_level_pct,brake_fluid_level_pct,fuel_level_pct,outside_air_temp_c,failure_type
CAR-04,2025-01-01 12:32:00,111891.66873006699,113.99675717180703,3257.9286577797548,83.39805430308422,98.33980543030842,287.10356711101224,116.67961086061685,380,97.50970814546264,5,93.33980543030842,14.562400973671659,15.19048660420054,0,92.87357515648928,32.03405423185155,32.0955374384738,31.789488531648747,31.56448172501965,13.08108331269933,52.579286577797546,1,22.5,43.19365193785035,99.99983914260345,75,28.0,Coolant Leak
CAR-04,2025-01-01 13:15:00,111903.56125512582,71.35515035302303,2319.813307766507,57.81309021181382,95.78130902118139,334.00933461167466,111.56261804236277,380,93.67196353177208,3,90.78130902118139,14.561211721165776,15.189535202195833,0,92.87298053023633,32.45609192125673,32.264768509507476,32.4571923669719,32.38565276189697,13.080964387448741,43.19813307766507,1,22.5,99.9995593599563,99.99977967997816,74,28.0,None
CAR-05,2025-01-01 13:41:00,38594.36133334409,4.513390651672359,750.0,17.708034391003416,91.77080343910035,412.5,103.54160687820068,380,87.65620515865051,0,86.77080343910035,13.478310362259831,14.751157896113936,0,98.91510594976356,32.359143550549916,31.531194324979523,31.82408114073312,31.736057091764696,13.814056386666559,27.5,0,22.5,99.99961706956677,99.99980853478337,73,28.0,None
CAR-07,2025-01-01 14:21:00,112537.38256751565,89.15071177232717,2711.315658991198,68.49042706339631,96.84904270633963,314.4342170504401,113.69808541267926,380,95.27356405950945,4,91.84904270633963,10.157117622859612,14.558801572980773,0,39.63898974560031,32.102928108899654,31.551121288522943,31.55404617425141,31.619404501603036,13.074626174324843,47.11315658991198,1,22.5,99.99964495150711,99.99982247575356,72,28.0,Suspension System Failure
CAR-10,2025-01-01 15:04:00,93310.88672439879,111.17005945453928,3195.741307999864,81.70203567272357,98.17020356727235,290.2129346000068,116.34040713454472,380,97.25530535090853,5,93.17020356727235,10.693904257182938,12.620768274542252,0,91.95646008281739,31.97416426711851,32.049438010738456,31.96771388976174,31.817648206457857,13.266891132756012,51.957413079998645,1,22.5,99.99902621761173,99.99951310880589,71,28.0,None
CAR-04,2025-01-01 15:31:00,111909.62494902179,36.38216337574721,1550.4075942664385,36.829298025448324,93.68292980254483,372.4796202866781,107.36585960508967,380,90.52439470381725,1,88.68292980254483,14.56060535177618,15.189050106684157,0,92.87267734554153,31.909901619763687,32.09129555440551,32.07336578749149,31.763761531645336,13.080903750509782,35.504075942664386,1,22.5,99.99949872301734,99.99974936150868,70,28.0,None
CAR-03,2025-01-01 15:43:00,102575.56804420937,27.77463663005681,1361.04200586125,31.664781978034085,93.16647819780341,381.9478997069375,106.33295639560681,380,89.74971729670511,1,88.16647819780341,14.291930173667973,12.44564862147748,0,97.14960615006306,31.78772084920148,32.2754549771984,31.70775223813985,32.03229130102597,13.174244319557905,33.6104200586125,1,22.5,99.99985598115127,99.99992799057564,69,28.0,None
CAR-09,2025-01-01 16:07:00,94608.46950650486,43.75754243812855,1712.6659336388282,41.254525462877126,94.12545254628772,364.3667033180586,108.25090509257542,380,91.18817881943157,2,89.12545254628772,13.618890395939202,15.269494880497223,0,99.9441116443833,32.46516761218092,31.68166079552002,31.844743026742293,32.40687742892294,12.796126749771648,11.911876816404517,1,22.5,99.99981166563632,99.99990583281816,68,28.0,Electrical System Fault
CAR-04,2025-01-01 16:28:00,111918.53904328153,53.48456555844925,1926.6604422858834,47.09073933506955,94.70907393350696,353.6669778857058,109.41814786701391,380,92.06361090026043,2,89.70907393350696,14.559713942350207,15.188336979143378,0,92.87223164082855,31.718047388277924,32.02219130659333,32.34084776589373,32.46595037527735,13.080814609567184,39.26660442285883,1,22.5,45.687919540725176,99.99970479103737,67,28.0,Coolant Leak
CAR-01,2025-01-01 17:12:00,78556.29714427635,79.3625454177987,2495.9759991915716,62.61752725067922,96.26175272506792,147.64478090155094,112.52350545013584,380,114.2897719581355,3,91.26175272506792,13.889930329784843,14.483049557930535,0,95.76678298164825,32.12312711070124,32.42170050068841,31.88873857760156,31.643088664793424,13.414437028557236,44.95975999191572,1,22.5,99.99937330949057,99.99968665474528,66,28.0,Engine Oil Malfunction
CAR-07,2025-01-01 17:45:00,112556.96129778074,117.47238159047701,3334.3923949904943,85.48342895428621,98.54834289542862,283.2803802504753,117.09668579085724,380,97.82251434314293,5,93.54834289542862,10.155159749833105,14.557235274559567,0,91.06843745543017,31.695877672182725,32.27570881917822,31.610895300478504,32.391375741946824,13.074430387022192,53.34392394990494,1,22.5,99.99944916420446,99.99972458210223,65,28.0,None
CAR-02,2025-01-01 17:56:00,77237.224953962,26.231112668025062,1327.0844786965513,30.738667600815035,93.0738667600815,383.6457760651724,106.147733520163,380,89.61080014012225,1,88.0738667600815,14.99002807405413,13.930181205640023,0,99.74761015859579,31.98049089505503,32.33576629918074,31.80111718085316,32.2760249191814,13.42762775046038,33.27084478696551,1,22.5,99.99973470280449,99.99986735140226,64,28.0,None
CAR-03,2025-01-01 18:11:00,102582.2670837833,40.19423744359164,1634.2732237590162,39.11654246615498,93.9116542466155,368.28633881204917,107.823308493231,380,90.86748136992324,2,88.9116542466155,14.29126026971058,12.445112698311565,0,97.14927119808436,31.618157336694722,31.578118069918325,31.881708222247873,31.63650684509483,13.174177329162166,36.34273223759016,1,22.5,99.99978899075553,99.99989449537777,63,28.0,None
CAR-08,2025-01-01 18:25:00,37222.849161903,49.34013997858261,1835.4830795288176,44.604083987149565,94.46040839871496,358.22584602355914,108.92081679742991,380,91.69061259807243,2,111.61734886085455,14.852810096354958,12.14765600297822,0,98.88457156707939,31.89987678251878,32.45532636083089,32.467790020604596,32.166459704691874,13.82777150838097,38.35483079528818,1,22.5,99.99979159340853,99.99989579670427,62,28.0,Transmission Failure
CAR-06,2025-01-01 18:53:00,30418.77641461518,95.61204505439163,2853.4649911966158,72.36722703263499,97.2367227032635,307.32675044016923,114.47344540652699,380,95.85508405489524,4,92.2367227032635,14.515707876034579,12.927975718090321,0,90.60540480526784,31.717328735689698,32.34565585074298,31.5667507870086,31.770261489851602,13.895812235853848,48.534649911966156,1,22.5,99.99979028459717,99.99989514229858,61,28.0,None
CAR-04,2025-01-01 19:35:00,111931.13086168488,75.55091042011072,2412.120029242436,60.33054625206643,96.03305462520665,329.3939985378782,112.06610925041329,380,94.04958193780996,3,91.03305462520665,14.558454760509871,15.187329633671109,0,92.87160204990838,32.30657451482455,32.33080916815573,32.396917016607695,31.866966038126748,13.08068869138315,44.12120029242436,1,22.5,99.99928366389071,99.99964183194535,80,28.0,None
CAR-06,2025-01-01 19:47:00,30420.360998277567,9.50750197432556,750.0,20.704501184595337,92.07045011845953,412.5,104.14090023691907,380,88.1056751776893,0,87.07045011845953,14.51554941766834,12.92784895139733,0,90.60532557608472,31.53609228644454,32.06128147037836,31.76499490828424,32.410173742700145,13.895796390017223,27.5,0,22.5,99.99977443876054,99.99988721938027,79,28.0,None
CAR-06,2025-01-01 20:27:00,30424.344397451707,23.90039504483125,1275.8086909862875,29.34023702689875,92.93402370268987,386.2095654506856,105.86804740537976,380,89.4010355540348,1,87.93402370268987,14.515151077750927,12.927530279463399,0,90.60512640612602,32.459463498942874,31.843198061870773,32.171774235431585,32.210068264770875,13.895756556025482,32.758086909862875,1,22.5,99.9997346047688,99.9998673023844,78,28.0,None
CAR-03,2025-01-01 20:41:00,102597.38999643172,90.73747589058294,2746.224469592825,69.44248553434977,96.94424855343497,312.6887765203588,113.88849710686995,380,95.41637283015247,4,91.94424855343497,14.289747978445737,12.443902865299691,0,97.14851505245194,31.8541910971482,31.94857646468455,31.821494523967228,31.677537649097022,13.174026100035682,47.46224469592825,1,22.5,99.99963776162905,99.99981888081453,77,28.0,None
CAR-06,2025-01-01 21:06:00,30437.952930941854,81.65120094087547,2546.3264206992603,63.99072056452528,96.39907205645252,322.68367896503696,112.79814411290505,380,94.59860808467879,4,110.9031089462821,14.513790224401912,12.926441596784187,0,90.60444597945151,31.965167565979442,32.15031895377524,31.954801055534123,32.28415602659325,13.89562047069058,45.463264206992605,1,22.5,99.9995985194339,99.99979925971695,76,28.0,Transmission Failure
CAR-03,2025-01-01 21:25:00,102617.6425116366,121.51509122929778,3423.332007044551,87.90905473757867,98.79090547375787,278.83339964777247,117.58181094751573,380,98.1863582106368,6,93.79090547375787,14.28772272692525,12.4422826640833,1,97.1475024266917,31.683676788491738,32.1090514051649,32.23761994361037,31.97665289734278,13.173823574883633,54.23332007044551,1,22.5,99.999435236477,99.9997176182385,75,28.0,None
CAR-04,2025-01-01 21:56:00,111949.99462962958,113.18260766818761,3240.0173687001275,82.90956460091256,98.29095646009125,287.9991315649936,116.58191292018252,380,97.43643469013688,5,93.29095646009125,14.556568383715401,15.185820532235534,0,33.16859732219902,32.034029163783565,32.15935477133499,32.31462179703677,32.11876197985549,13.080500053703704,52.40017368700128,1,22.5,99.99909502621126,99.99954751310563,74,28.0,Suspension System Failure
CAR-01,2025-01-01 22:22:00,78567.91677540589,69.7177867772129,2283.7913090986835,56.830672066327736,95.68306720663277,335.81043454506585,111.36613441326554,380,93.52460080994916,3,90.68306720663277,13.88876836667189,14.482119987440171,0,95.76620200009177,32.0755279648001,31.71736337828448,32.2269359839379,32.21358304523077,13.41432083224594,42.83791309098683,1,22.5,99.99925711317927,99.99962855658963,73,28.0,None
CAR-08,2025-01-01 22:43:00,37232.05008590246,55.2055439967389,1964.521967928256,48.12332639804334,94.81233263980434,351.7739016035872,109.62466527960866,380,92.2184989597065,2,89.81233263980434,14.851890003955011,12.146919929058264,0,98.88411152087942,32.30271506998269,31.714166345010835,32.28576500645166,32.07253527486712,13.827679499140975,39.64521967928256,1,22.5,99.99969958416854,99.99984979208426,72,28.0,None
CAR-07,2025-01-01 22:55:00,112565.6980853687,52.42072552770903,1903.2559616095987,46.45243531662542,94.64524353166254,354.83720191952006,109.29048706332509,380,91.96786529749382,2,111.72571972725905,10.15428607107431,14.55653633155253,0,91.06800061605077,32.2759923729527,31.5214433413307,31.685757819321307,32.422347234662006,13.074343019146312,39.03255961609599,1,22.5,99.99936179632859,99.99968089816429,71,28.0,Transmission Failure
CAR-04,2025-01-01 23:15:00,111956.55064686105,39.33610338885667,1615.3942745548468,38.601662033314,93.8601662033314,369.2302862722577,107.7203324066628,380,90.7902493049971,1,88.8601662033314,14.555912781992253,15.185296050857016,0,92.87033106064958,32.18349854189179,32.352345201338906,32.11894120657631,31.64690343793093,13.080434493531389,36.15394274554846,1,22.5,99.99902946603895,99.99951473301947,70,28.0,None
CAR-10,2025-01-01 23:35:00,93314.22458942705,20.027190169545445,1190.5981837299998,27.016314101727268,92.70163141017272,390.4700908135,105.40326282034545,380,89.05244711525908,1,87.70163141017272,10.693570470680113,12.620501245339991,0,91.95629318956597,32.239333316961925,32.122834246775916,31.897481339029827,31.68632676252987,13.266857754105729,31.905981837299997,1,22.5,99.99899283896144,99.99949641948075,69,28.0,None
CAR-04,2025-01-01 23:45:00,111964.731668036,49.08612704961866,1829.8947950916106,44.451676229771195,94.44516762297712,358.50526024541944,108.89033524595423,380,91.66775143446569,2,89.44516762297712,14.55509467987476,15.18464156916302,0,92.86992200959082,32.38828204502884,31.721886027433797,31.74620358113328,32.210835527581594,13.080352683319639,38.2989479509161,1,22.5,99.9989476558272,99.99947382791359,68,28.0,None
CAR-08,2025-01-02 00:23:00,37235.12015702911,18.420426759896458,1155.249388717722,26.052256055937875,92.60522560559379,392.2375305641139,105.21045121118757,380,88.90783840839069,0,87.60522560559379,14.851582996842346,12.146674323368131,0,98.88395801732308,32.0675472539703,31.864355410929242,32.40156441875764,32.09845310648785,13.827648798429708,31.55249388717722,1,22.5,99.99966888345728,99.99983444172862,67,28.0,None
CAR-06,2025-01-02 00:58:00,30453.72443024674,94.62899582932785,2831.8379082452125,71.77739749759671,97.17773974975967,308.4081045877394,114.35547949951935,380,95.7666096246395,4,92.17773974975967,14.512213074471424,12.925179876839795,0,90.60365740448627,32.08910916262714,31.859669318177684,31.837235877927057,32.48329283184169,13.895462755697531,48.318379082452125,1,22.5,99.99944080444085,99.99972040222043,66,28.0,None
CAR-06,2025-01-02 01:33:00,30473.73482595954,120.06237427678342,3391.372234089235,87.03742456607004,98.703742456607,280.4313882955382,117.407484913214,380,98.05561368491051,6,93.703742456607,14.510212034900144,12.923579045182771,0,90.60265688470064,32.30914677021467,31.873708143363714,32.00497734435705,31.637126394193963,13.895262651740405,53.91372234089235,1,22.5,99.99924070048372,99.99962035024187,65,28.0,None
CAR-02,2025-01-02 02:14:00,77253.40287774625,97.06754270552298,2885.4859395215058,73.24052562331379,97.32405256233137,305.7257030239247,114.64810512466276,380,95.98607884349707,4,92.32405256233137,14.988410281675705,13.928886971737283,0,99.74680126240658,31.72390410878225,32.48043247611356,32.44145879578689,31.692815835487494,13.427465971222537,48.85485939521506,1,22.5,99.99957292356665,99.99978646178334,64,28.0,None
CAR-10,2025-01-02 02:39:00,93332.5772424901,110.11591837825873,3172.550204321692,81.06955102695524,98.10695510269552,291.3724897839154,116.21391020539104,380,97.16043265404329,5,93.10695510269552,10.691735205373808,12.619033033094947,0,91.95537555691281,32.39584977074296,31.579605404151323,32.19956232883027,32.264375058026346,13.266674227575098,51.72550204321692,1,22.5,99.99880931243081,99.99940465621543,63,28.0,None
CAR-01,2025-01-02 02:54:00,78576.66007514855,52.45979845599521,1904.1155660318946,46.47587907359713,94.6475879073597,354.7942216984053,109.29517581471943,380,91.97138186103957,2,89.6475879073597,13.887894036697624,14.481420523460757,0,95.76576483510463,32.12980605611868,31.598400076308423,32.07869226801912,31.92139273571927,13.414233399248515,39.04115566031895,1,22.5,99.99916968018184,99.99958484009092,62,28.0,None
CAR-05,2025-01-02 03:24:00,38613.70764527328,116.07787157514694,3303.7131746532327,84.64672294508816,98.46467229450882,284.81434126733836,116.92934458901763,380,97.69700844176322,5,93.46467229450882,13.476375731066913,14.7496101911596,0,98.9141386341671,32.03495137892936,32.26392559299676,31.627636690282273,31.745063869004568,13.813862923547266,53.037131746532324,1,22.5,99.99942360644748,99.99971180322372,61,28.0,None
CAR-04,2025-01-02 03:50:00,111966.3390067155,9.644032077021174,750.0,20.786419246212706,92.07864192462127,412.5,104.15728384924255,380,88.1179628869319,0,87.07864192462127,14.554933946006809,15.184512982068659,0,92.86984164265685,31.799350216628266,31.627220483066612,32.47357880452035,31.759238021302945,13.080336609932845,27.5,0,22.5,99.9989315824404,99.99946579122019,80,28.0,None
CAR-06,2025-01-02 04:01:00,30492.761527466097,114.16020903934577,3261.524598865607,83.49612542360747,98.34961254236075,286.92377005671966,116.69922508472149,380,97.52441881354112,5,93.34961254236075,14.508309364749488,12.922056909062247,0,90.60170554962531,31.833689878107712,31.946916299552413,32.225477206825126,32.375036296003884,13.895072384725339,52.61524598865607,1,22.5,99.99905043346865,99.99952521673434,79,28.0,None
CAR-03,2025-01-02 04:45:00,102634.70328017607,102.36461123675515,3002.021447208613,76.4187667420531,97.6418766742053,299.89892763956937,115.28375334841061,380,96.46281501130797,5,92.6418766742053,14.286016650071304,12.440917802600143,0,97.14664938826473,31.804178614874463,31.561299186158916,32.255945934852335,32.40473736703525,13.173652967198239,50.02021447208613,1,22.5,99.99926462879161,99.99963231439581,78,28.0,None
CAR-01,2025-01-02 05:20:00,78579.84192887066,19.091122332632228,1170.004691317909,26.454673399579335,92.64546733995793,391.4997654341046,105.29093467991586,380,88.9682010099369,0,87.64546733995793,13.887575851325414,14.48116597516299,0,95.76560574241853,32.414254920847334,31.807390056871153,32.01228068140208,32.421657368154435,13.414201580711293,31.70004691317909,1,22.5,99.99913786164461,99.9995689308223,77,28.0,None
CAR-01,2025-01-02 05:44:00,78581.37349389157,9.189390125467003,750.0,20.5136340752802,92.05136340752802,412.5,104.10272681505604,380,88.07704511129204,0,87.05136340752802,13.887422694823323,14.481043449961316,0,95.76552916416749,31.951275355518256,32.101410180915565,32.03747298873521,32.25733985098026,13.414186265061083,27.5,0,22.5,99.99912254599441,99.9995612729972,76,28.0,None
CAR-08,2025-01-02 06:13:00,37244.2682328103,54.88845468713024,1957.5460031168652,47.93307281227814,94.79330728122781,352.1226998441567,109.58661456245562,380,92.18996092184172,2,89.79330728122781,1.7173094983887343,12.145942477305637,0,98.88350061353403,31.752657363072547,32.01389666695948,31.857181460554518,32.234408651997136,13.827557317671896,39.57546003116865,1,22.5,99.99957740269946,99.99978870134971,75,28.0,Brake System Failure
